,0
0,0.014272473597648164
1,0.029247679355682225
2,0.018958624917854862
3,0.0270123205054721
4,0.009910026885939421
5,0.022045239421455285
6,0.004047333400777776
7,0.010204170553847714
8,0.018870840798462307
9,0.0024634311117886767
10,0.010075866417188164
11,0.0019166786366345263
12,0.0035196702254414115
13,0.0013055672233853633
14,0.0002035533315676511
15,0.0029689512254233935
16,0.003325882062156033
17,0.00023604957844255644
18,0.0059623523455558675
19,0.0005424559456620921
20,0.0001848472371056424
21,0.0005425167134890118
22,0.022010357519940217
23,0.043365525590999245
24,0.010177139367923102
25,0.027547583805037624
26,0.021346816294467857
27,0.0036487414178669533
28,0.048130949122326336
29,0.00960624906566092
30,0.028521716707064278
31,0.009447545242549904
32,0.005785400333182517
33,0.00658380919578787
34,0.11317853990046287
35,0.01805025760205204
36,0.009674392265885979
37,0.0010891274177349882
38,0.005993948376698026
39,0.059154465974727635
40,0.01599097348054203
41,0.0013604637581365196
42,0.0030739470252549297
43,0.001721174488347171
44,0.008718518873571427
45,0.01424199610390779
46,0.000904860897463694
47,0.0023637797084383877
48,0.008794829228908799
49,0.0005239925313381194
50,0.0029717950746342755
51,0.0012335196998008514
52,0.003942697640056024
53,0.002557776978324112
54,0.004992712597678517
55,0.004872097843955417
56,0.043461001268633434
57,0.031038933954374463
58,0.04288557101433832
59,0.024810351602603458
60,0.02790159760701835
61,0.026460129486681017
62,0.02564673740180219
63,0.027737218554593077
64,0.03970165327105812
65,0.008940771817380918
66,0.0323075436715494
67,0.025400150328644355
68,0.15046272347195644
69,0.14549645950721807
70,0.03614407969714074
71,0.01590496431601381
72,0.03300899620412462
73,0.02341772889515404
74,0.026683619916598594
75,0.04520804893867334
76,0.008091478782983642
77,0.023024858371612465
78,0.030355402910217776
79,0.06950927197554593
80,0.027689058764828547
81,0.03939871755726238
82,0.016785047286783573
83,0.04134862617771233
84,0.0469636133844331
85,0.06592800871533895
86,0.04236199938896875
87,0.024836929742756222
88,0.023673425794886346
89,0.02237251666483409
90,0.008150006724848223
91,0.043277877459308486
92,0.004032324637590275
93,0.006661605814148758
94,0.0007539633998468236
95,0.0003816296289904945
96,0.025712408638326512
97,0.0025998180025628864
98,0.022039351022528738
99,0.0009799421633831951
100,0.001986973709357057
101,0.00835226798407704
102,0.0022603463724009056
103,0.007267799389842005
104,0.0020629460918284537
105,0.002813084523284303
106,0.013244268473356652
107,0.001060954721661986
108,0.0046769813976223285
109,0.0012761608670180074
110,0.0022297578816421718
111,0.000720553460589901
112,0.0014615963837483785
113,0.0035488828063337044
114,0.0025736576695048457
115,0.0007161634844066881
116,0.0005771543530523191
117,0.004706002402301622
118,0.001719061164672862
119,0.016957662658951718
120,0.0007702522391728754
121,0.0036871795611265645
122,0.002849136824638131
123,0.004942182006710626
124,0.004004102011478521
125,0.014464881743035044
126,0.0013239731178431194
127,0.001858788261660482
128,0.10875994313967419
129,0.0021486377254170113
130,0.0063077920255945824
131,0.09560686045537148
132,0.006685956629139695
133,0.0045444210093083135
134,0.007702199198948332
135,0.11888400008792319
136,0.014107274678429154
137,0.010140392342309209
138,0.029735924295387225
139,0.014658244555504909
140,0.003963062203545356
141,0.05749341197411891
142,0.00611564450334233
143,0.060011883136658076
144,0.007834869254805692
145,0.18182637044441588
146,0.015398686488201987
147,0.02585485509779964
148,0.021001420795843936
149,0.034204100971244926
150,0.006341038011891599
151,0.005859538352626851
152,0.006381870430365032
153,0.016160300987066174
154,0.06149636045496377
155,0.00123344932147319
156,0.00807613259027501
157,0.0017704331520367277
158,0.0024705175336030625
159,0.008537352651887781
160,0.007353469434187576
161,0.010852538136666463
162,0.034643712280822254
163,0.03920606039764444
164,0.003561940339825273
165,0.0016407872177428735
166,0.0018612345017439405
167,0.008048750496742939
168,0.0034176614891372314
169,0.11115841974878043
170,0.5285414734925743
171,0.008314185947143353
172,0.004897756186287535
173,0.026009153401633026
174,0.0007924377009509252
175,0.057533163508536676
176,0.0016939789039047478
177,0.0012443484319510905
178,0.006106656039255428
179,0.0018864704093779982
180,0.0037679998396762007
181,0.005735372255411935
182,0.010146403108630521
183,0.006090604842221915
184,0.014324301469262108
185,0.00379841239725199
186,0.004247951048863476
187,0.004121274270824927
188,0.012759983961447105
189,0.025479362075677168
190,0.002153698144429911
191,0.0020675050849788324
192,0.004317783662272256
193,0.0005409320883616226
194,0.012175922856800438
195,0.01771717526644874
196,0.0025422449714396136
197,0.0017561631534409677
198,0.0020101558413338837
199,0.00043592509083058615
200,0.015374522755420101
201,0.005387367878993719
202,0.019702413271086173
203,0.004517126777001135
204,0.002700889436089676
205,0.0020480582106362027
206,0.006272150663577815
207,0.023274868348821587
208,0.014604350264863022
209,0.008846429121330946
210,0.013199100684016514
211,0.0038905765343379907
212,0.014272473597648171
213,0.029247679355682236
214,0.01895862491785486
215,0.02701232050547213
216,0.009910026885939423
217,0.022045239421455292
218,0.004047333400777777
219,0.010204170553847723
220,0.01887084079846232
221,0.002463431111788677
222,0.01007586641718817
223,0.0019166786366345263
224,0.003519670225441413
225,0.0013055672233853635
226,0.00020355333156765114
227,0.0029689512254233935
228,0.003325882062156032
229,0.0002360495784425566
230,0.005962352345555868
231,0.0005424559456620916
232,0.00018484723710564244
233,0.000542516713489012
234,0.022010357519940245
235,0.04336552559099924
236,0.010177139367923105
237,0.027547583805037627
238,0.02134681629446784
239,0.003648741417866954
240,0.04813094912232632
241,0.009606249065660917
242,0.028521716707064274
243,0.009447545242549904
244,0.005785400333182523
245,0.006583809195787875
246,0.11317853990046285
247,0.018050257602052058
248,0.009674392265885982
249,0.0010891274177349882
250,0.0059939483766980346
251,0.05915446597472763
252,0.015990973480542035
253,0.0013604637581365203
254,0.0030739470252549284
255,0.0017211744883471717
256,0.008718518873571427
257,0.014241996103907792
258,0.0009048608974636938
259,0.0023637797084383873
260,0.008794829228908792
261,0.0005239925313381192
262,0.002971795074634275
263,0.0012335196998008518
264,0.003942697640056025
265,0.002557776978324114
266,0.00499271259767852
267,0.0048720978439554165
268,0.04346100126863344
269,0.031038933954374456
270,0.04288557101433832
271,0.024810351602603465
272,0.027901597607018352
273,0.026460129486681028
274,0.025646737401802195
275,0.02773721855459308
276,0.039701653271058124
277,0.00894077181738092
278,0.03230754367154937
279,0.025400150328644358
280,0.1504627234719564
281,0.14549645950721796
282,0.036144079697140695
283,0.015904964316013813
284,0.03300899620412459
285,0.02341772889515404
286,0.02668361991659858
287,0.045208048938673355
288,0.008091478782983646
289,0.02302485837161249
290,0.030355402910217762
291,0.06950927197554597
292,0.02768905876482854
293,0.039398717557262444
294,0.016785047286783587
295,0.04134862617771232
296,0.04696361338443307
297,0.06592800871533898
298,0.04236199938896874
299,0.024836929742756232
300,0.023673425794886353
301,0.022372516664834093
302,0.008150006724848223
303,0.04327787745930849
304,0.0040323246375902734
305,0.006661605814148755
306,0.0007539633998468232
307,0.00038162962899049427
308,0.02571240863832651
309,0.0025998180025628877
310,0.022039351022528745
311,0.0009799421633831962
312,0.001986973709357057
313,0.008352267984077046
314,0.0022603463724009043
315,0.007267799389842005
316,0.002062946091828455
317,0.002813084523284304
318,0.013244268473356649
319,0.001060954721661986
320,0.004676981397622328
321,0.001276160867018007
322,0.0022297578816421705
323,0.0007205534605899014
324,0.0014615963837483785
325,0.0035488828063337035
326,0.002573657669504846
327,0.000716163484406688
328,0.0005771543530523197
329,0.004706002402301625
330,0.0017190611646728617
331,0.01695766265895174
332,0.0007702522391728752
333,0.0036871795611265663
334,0.002849136824638131
335,0.004942182006710626
336,0.004004102011478522
337,0.014464881743035039
338,0.0013239731178431198
339,0.0018587882616604822
340,0.10875994313967419
341,0.0021486377254170113
342,0.0063077920255945824
343,0.09560686045537152
344,0.006685956629139698
345,0.004544421009308313
346,0.007702199198948332
347,0.11888400008792327
348,0.01410727467842915
349,0.010140392342309212
350,0.029735924295387246
351,0.014658244555504912
352,0.003963062203545355
353,0.057493411974118946
354,0.006115644503342333
355,0.06001188313665812
356,0.00783486925480569
357,0.1818263704444158
358,0.015398686488201984
359,0.02585485509779964
360,0.021001420795843953
361,0.034204100971244954
362,0.0063410380118916025
363,0.005859538352626856
364,0.006381870430365031
365,0.016160300987066188
