,0
366,0.061496360454963796
367,0.0012334493214731905
368,0.008076132590275002
369,0.0017704331520367268
370,0.002470517533603064
371,0.008537352651887788
372,0.0073534694341875805
373,0.010852538136666461
374,0.034643712280822234
375,0.03920606039764445
376,0.0035619403398252734
377,0.0016407872177428735
378,0.0018612345017439411
379,0.008048750496742935
380,0.003417661489137233
381,0.11115841974878052
382,0.5285414734925743
383,0.008314185947143353
384,0.004897756186287536
385,0.026009153401633026
386,0.0007924377009509255
387,0.057533163508536704
388,0.0016939789039047471
389,0.001244348431951091
390,0.006106656039255426
391,0.0018864704093779993
392,0.0037679998396761994
393,0.005735372255411934
394,0.010146403108630523
395,0.006090604842221914
396,0.014324301469262104
397,0.00379841239725199
398,0.004247951048863474
399,0.004121274270824925
400,0.012759983961447112
401,0.02547936207567716
402,0.0021536981444299115
403,0.0020675050849788324
404,0.004317783662272255
405,0.0005409320883616232
406,0.012175922856800442
407,0.017717175266448743
408,0.002542244971439613
409,0.001756163153440968
410,0.0020101558413338832
411,0.0004359250908305861
412,0.015374522755420108
413,0.005387367878993722
414,0.019702413271086176
415,0.004517126777001136
416,0.002700889436089677
417,0.002048058210636203
418,0.006272150663577813
419,0.02327486834882159
420,0.014604350264863019
421,0.008846429121330953
422,0.013199100684016522
423,0.0038905765343379924
