,Lamp5,Meis2,Pvalb,Serpinf1,Sncg,Sst,Vip,CR,L2_3_IT,L4,L5_IT,L5_PT,L6_CT,L6_IT,L6b,NP,Chrna6,Gad2,LGv,Slc17a6,Slc17a7,Astro,Macro,Oligo,Endo
0,0.1018051657100441,0.2225242102100897,0.3026143583554076,0.16359913882555058,0.1220019755606012,0.535885435777729,0.1705478233254282,0.05260157353777966,0.0009240961729098215,0.03179052467237103,0.0025821239010472663,0.03688441929150396,0.0006302319709072335,0.0,0.02708584312006604,0.01456611190422903,0.2936945689227014,0.39092579904371716,0.11997040129290254,0.0544853781756777,0.08048497661439859,0.20501999487673336,0.15399696774165034,0.22030971593475826,0.0230478161494936
1,0.4335350932791132,0.06523304653489129,0.057713060662851284,0.23230183010916966,0.6208230750645328,0.35188450737779836,0.27297230344652884,0.03134677558519149,0.22699437009675505,0.0,0.18238726554254653,0.28870056138644123,0.1624141034450604,0.49438495192314946,0.04476150451915507,0.5518881472705948,0.253789351424758,0.03184256804865279,0.16398807259252685,0.0,0.042441121262238944,0.32072129814995226,0.3381570555272975,0.060833446410440195,0.0733995253959076
2,0.5523128225057968,0.08039298320779037,0.01939180697066545,0.23209968433282518,0.1884653107689415,0.6262296160249347,0.5284218391646002,0.06876321272664995,0.29334764563550225,0.031444508618837144,0.0481958540799711,0.22050935800864147,0.05009275208514071,0.0663829171230688,0.0070613647005391515,0.4258502694940382,0.27618203747982667,0.06326727094390411,0.3130498052219988,0.0033374325347017577,0.10523086705027819,0.45988775731931225,0.28768915823552854,0.04753470439825531,0.04252723895433624
3,0.2503328741318212,0.1244498417154199,0.018548162180697377,0.08303592769804409,0.09100856176051815,0.6670591970611236,0.26790234930948603,0.01653244202133523,0.08139452484325853,0.0,0.007196635462024139,0.08636797752881852,0.023593405690808186,0.022733368032171578,0.01497700032742207,0.14091023822811477,0.12862822646456765,0.4905763804604982,0.38815555770495325,0.0016950650553245222,0.015331011169963372,0.3121478528315764,0.2672699930441643,0.17714755129600632,0.036023047926979856
4,0.3188367501283687,0.05021079102712364,0.021294125544489704,0.11667953468971749,0.16250456182803125,0.07485741812180993,0.3881301713798466,0.05555770530344019,0.06507874011063808,0.10331900423364254,0.0072665781023041835,0.18519321340123757,0.0,7.49143213574308e-05,0.04672150482804418,0.11735941867789754,0.133240029761659,0.10452924555444121,0.2537741152007963,0.027822745797684015,0.010217807171655342,0.0801319622988712,0.14953694834056008,0.1004758397138649,0.03671955304716264
5,0.2998493525350727,0.01816023526803973,0.0,0.16240402488463704,0.5965935963893554,0.12695618639544423,0.4527129280575222,0.08503013859236717,0.5910304697660562,0.0,0.02160423426435308,0.09283468919025667,0.02513489492835614,0.08016706646211816,0.010101400379910835,0.3384591032109286,0.2719838638916208,0.0373474016736103,0.20672945528271583,0.00015281595395579914,0.02560019093280514,0.14533034030977615,0.2814086401233453,0.027019577188315175,0.07728992700996663
6,0.4519761482473334,0.16250270102075884,0.0499651914152109,0.21478745011415656,0.08422778562320606,0.5313323016888288,0.19707150283848796,0.01231199446448039,0.11244245569298959,0.014138801968365661,0.01917413486977599,0.07011543762850272,0.09582354373108157,0.040976860740746544,0.02671119750836185,0.33034690074073797,0.3227701152520237,0.1375948255061866,0.3543072862231451,0.004613521788057608,0.05958946414279036,0.38562846922038635,0.24905609224767103,0.06221128510735939,0.02706648031306278
7,0.45941827538808017,0.06128582375935831,0.12903059555389484,0.1742307409213272,0.28848140129299726,0.1494405501752648,0.537359409131349,0.02438295049107009,0.26216587292546245,0.006110096691336588,0.18345302214852402,0.026035157356934627,0.03972424987896802,0.3881222124897025,0.26990033390979296,1.0,0.22410850723559764,0.0068047680060791,0.13754280734870153,0.0,0.023547033162704737,0.23446965455803684,0.41527182364370585,0.12214937997842505,0.06393800776952273
8,0.42476744321756044,0.07308592898710255,0.039922672183727394,0.05534213215922816,0.21464744430353144,0.452367002164283,0.4549215559294577,0.07715546392864564,0.06970377279003188,0.026653339672796872,0.012821791487228135,0.013005657828143455,0.017480612024309866,0.0009275914707460959,0.008724531558867321,0.17171181693343524,0.22447901427425904,0.23586830064547248,0.3633436331796417,0.0011946129003480345,0.07898811669492395,0.4556576311237804,0.2801683129006626,0.13812524101693338,0.08976409349670021
9,0.6033078773556555,0.08883669637089835,0.0,0.42145644522854225,0.823953303296643,0.2230750141920435,0.29172505295588436,0.11640470089686655,0.10286046423248443,0.0,0.014894268228190437,0.22408882520631848,0.6192155351987791,0.1281042955448934,0.0,0.6811218458500898,0.3460376620244195,0.0,0.3113638757757721,0.0,0.0,0.313211761330072,0.2888929505402498,0.0723851453251196,0.20419742503870272
10,0.30152785002755395,0.023613253110157034,0.004132905846866328,0.17008744669707718,0.27315535666216306,0.06183353302537302,0.2967626108449929,0.014026191448331954,0.5090592967420491,0.0007861437012731397,0.13170738219604614,0.054152273905562265,0.0025557884427795225,0.0906441798930325,0.04684285727066297,0.2056540837963252,0.0907414991986309,0.040304845500778556,0.12198395415743205,0.0002695540913837191,0.05165911749675039,0.08810354136035015,0.2140366746167952,0.046340542089584526,0.002339673864748687
11,0.30878970007964646,0.0004665384656170487,0.1912103033553135,0.0,0.05500301447968793,0.0010358579365613663,0.18806989911258248,0.14666772215204188,0.003741583406301272,0.0071975933436037335,0.0,0.0030018109514917558,0.002258564609736409,0.007374718383032665,0.007212637217349789,0.007298246042276459,0.004209536044715042,0.21797523954559586,0.5001385840702419,0.10205028493676478,0.005296157936289282,0.6960566755242632,0.0860366607368825,0.17688560163858194,0.3180386936303325
12,0.24342136173659637,0.0016578141119927483,0.2855463382629757,0.0002469762647357438,0.09851929277429117,0.0012326789908783102,0.17032643651393883,0.23549357916586447,0.006827456451706352,0.005060801335085106,0.0003101367732845399,0.0027457678788560848,0.0075139471847264876,0.022246554419868468,0.020057005094329713,0.008698446688023942,0.0064943327582643,0.2459912520701796,0.4425179222703898,0.09444911871724938,0.01340617675001512,0.8109098075686115,0.11254394006456857,0.23137133689925127,0.26335662586008074
13,0.020716380855379257,0.0033557340463681363,0.0980905606128056,0.0,0.2888648801183375,0.01816129545110525,0.14891439350980892,0.31221753942903707,0.003118551733717891,0.0018448436804928744,0.0026740505722537404,0.0069352805816987025,0.004702839287784358,0.029514519197452727,0.061464921555209516,0.03549023108229164,0.1072430779622844,0.15059698295445734,0.5122789416698866,0.13116145670178708,0.06090750881426366,0.6348341683450128,0.3061876846095009,0.36246745296252003,0.4726279971523176
